#id,quiz_data_id,option,correct
1,1,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_1,0
2,1,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_2,0
3,1,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_3,0
4,1,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_4,1
5,2,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_5,0
6,2,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_6,1
7,3,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_7,1
8,3,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_8,0
9,3,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_9,0
10,3,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_10,0
11,4,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_11,0
12,4,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_12,1
13,4,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_13,0
14,4,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_14,0
15,5,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_15,0
16,5,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_16,0
17,5,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_17,1
18,5,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_18,0
19,6,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_19,0
20,6,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_20,0
21,6,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_21,0
22,6,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_22,1
23,6,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_23,0
24,7,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_24,1
25,7,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_25,0
26,7,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_26,0
27,8,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_27,0
28,8,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_28,0
29,8,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_29,0
30,8,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_30,1
31,9,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_31,0
32,9,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_32,1
33,9,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_33,0
34,9,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_34,0
35,9,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_35,0
36,10,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_36,0
37,10,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_37,0
38,10,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_38,0
39,10,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_39,0
40,10,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_40,1
41,11,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_41,0
42,11,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_42,1
43,11,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_43,0
44,11,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_44,0
45,12,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_45,0
46,12,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_46,0
47,12,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_47,0
48,12,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_48,1
49,12,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_49,0
50,13,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_50,0
51,13,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_51,0
52,13,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_52,0
53,13,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_53,1
54,13,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_54,0
55,14,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_55,0
56,14,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_56,0
57,14,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_57,1
58,14,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_58,0
59,15,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_59,0
60,15,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_60,0
61,15,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_61,1
62,15,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_62,0
63,16,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_63,1
64,16,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_64,0
65,16,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_65,0
66,16,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_66,0
67,17,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_67,0
68,17,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_68,1
69,17,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_69,0
70,17,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_70,0
71,18,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_71,0
72,18,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_72,0
73,18,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_73,0
74,18,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_74,1
75,18,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_75,0
76,19,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_76,1
77,19,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_77,0
78,19,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_78,0
79,19,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_79,0
80,20,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_80,1
81,20,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_81,0
82,20,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_82,0
83,20,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_83,0
84,21,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_84,0
85,21,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_85,0
86,21,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_86,0
87,21,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_87,0
88,21,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_88,1
89,22,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_89,0
90,22,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_90,1
91,22,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_91,0
92,22,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_92,0
93,23,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_93,0
94,23,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_94,1
95,23,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_95,0
96,23,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_96,0
97,24,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_97,0
98,24,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_98,0
99,24,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_99,1
100,24,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_100,0
101,25,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_101,0
102,25,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_102,0
103,25,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_103,1
104,25,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_104,0
105,26,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_105,0
106,26,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_106,0
107,26,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_107,1
108,27,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_108,0
109,27,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_109,0
110,27,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_110,0
111,27,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_111,1
112,28,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_112,0
113,28,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_113,1
114,28,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_114,0
115,29,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_115,1
116,29,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_116,0
117,29,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_117,0
118,29,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_118,0
119,29,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_119,0
120,30,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_120,0
121,30,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_121,0
122,30,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_122,1
123,30,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_123,0
124,31,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_124,0
125,31,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_125,0
126,31,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_126,0
127,31,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_127,1
128,32,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_128,0
129,32,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_129,1
130,32,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_130,0
131,32,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_131,0
132,33,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_132,1
133,33,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_133,0
134,33,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_134,0
135,33,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_135,0
136,33,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_136,0
137,34,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_137,0
138,34,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_138,1
139,34,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_139,0
140,34,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_140,0
141,35,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_141,1
142,35,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_142,0
143,35,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_143,0
144,35,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_144,0
145,36,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_145,0
146,36,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_146,0
147,36,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_147,1
148,36,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_148,0
149,37,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_149,0
150,37,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_150,0
151,37,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_151,0
152,37,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_152,1
153,38,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_153,1
154,38,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_154,0
155,39,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_155,0
156,39,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_156,0
157,39,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_157,1
158,39,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_158,0
159,39,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_159,0
160,40,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_160,0
161,40,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_161,0
162,40,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_162,0
163,40,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_163,1
164,41,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_164,0
165,41,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_165,0
166,41,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_166,1
167,41,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_167,0
168,42,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_168,0
169,42,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_169,0
170,42,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_170,0
171,42,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_171,0
172,42,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_172,1
173,43,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_173,1
174,43,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_174,0
175,43,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_175,0
176,44,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_176,0
177,44,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_177,0
178,44,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_178,1
179,44,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_179,0
180,45,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_180,0
181,45,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_181,1
182,45,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_182,0
183,46,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_183,0
184,46,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_184,0
185,46,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_185,1
186,46,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_186,0
187,47,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_187,0
188,47,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_188,0
189,47,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_189,0
190,47,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_190,1
191,48,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_191,1
192,48,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_192,0
193,48,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_193,0
194,48,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_194,0
195,48,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_195,0
196,49,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_196,0
197,49,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_197,0
198,49,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_198,1
199,50,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_199,0
200,50,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_200,0
201,50,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_201,0
202,50,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_202,0
203,50,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_203,1
204,51,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_204,1
205,51,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_205,0
206,51,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_206,0
207,51,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_207,0
208,52,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_208,0
209,52,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_209,0
210,52,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_210,1
211,52,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_211,0
212,53,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_212,0
213,53,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_213,1
214,53,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_214,0
215,53,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_215,0
216,54,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_216,0
217,54,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_217,0
218,54,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_218,0
219,54,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_219,1
220,55,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_220,0
221,55,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_221,1
222,56,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_222,0
223,56,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_223,1
224,56,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_224,0
225,57,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_225,0
226,57,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_226,1
227,57,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_227,0
228,57,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_228,0
229,58,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_229,0
230,58,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_230,0
231,58,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_231,1
232,58,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_232,0
233,59,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_233,0
234,59,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_234,0
235,59,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_235,0
236,59,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_236,1
237,60,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_237,0
238,60,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_238,0
239,60,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_239,1
240,60,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_240,0
241,61,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_241,1
242,61,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_242,0
243,61,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_243,0
244,61,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_244,0
245,62,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_245,0
246,62,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_246,1
247,63,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_247,0
248,63,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_248,0
249,63,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_249,1
250,63,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_250,0
251,64,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_251,1
252,64,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_252,0
253,64,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_253,0
254,65,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_254,1
255,65,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_255,0
256,65,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_256,0
257,66,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_257,0
258,66,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_258,1
259,66,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_259,0
260,66,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_260,0
261,67,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_261,1
262,67,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_262,0
263,67,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_263,0
264,68,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_264,1
265,68,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_265,0
266,69,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_266,0
267,69,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_267,1
268,69,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_268,0
269,69,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_269,0
270,70,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_270,0
271,70,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_271,1
272,70,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_272,0
273,70,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_273,0
274,70,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_274,0
275,71,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_275,0
276,71,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_276,0
277,71,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_277,1
278,71,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_278,0
279,71,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_279,0
280,72,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_280,0
281,72,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_281,1
282,72,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_282,0
283,73,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_283,1
284,73,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_284,0
285,73,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_285,0
286,74,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_286,0
287,74,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_287,0
288,74,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_288,1
289,74,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_289,0
290,74,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_290,0
291,75,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_291,0
292,75,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_292,0
293,75,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_293,0
294,75,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_294,1
295,76,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_295,1
296,76,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_296,0
297,76,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_297,0
298,76,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_298,0
299,76,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_299,0
300,77,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_300,0
301,77,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_301,1
302,77,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_302,0
303,78,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_303,0
304,78,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_304,0
305,78,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_305,0
306,78,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_306,1
307,79,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_307,1
308,79,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_308,0
309,79,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_309,0
310,79,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_310,0
311,80,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_311,0
312,80,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_312,1
313,80,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_313,0
314,80,MSG_QUIZ_PROGRAMMING_QUESTION_OPTION_314,0
